id,y,stage,match,gameday,time,stadium,home_score,away_score,weather,temperature,humidity
15303,3107,200,15,70,16.04,25250,1,2,-40,16.4,0.88
15304,8045,200,15,70,16.03,21000,5,1,-40,17.7,0.9
15305,3185,200,15,70,16.03,10202,1,1,-20,21.6,0.87
15306,3940,200,15,70,13.03,16000,0,1,-20,20.4,0.94
15307,8590,200,16,70,13.03,19620,0,1,-10,20.8,0.46
15308,6811,200,16,70,13.04,21292,1,2,-10,25.9,0.36
15309,2259,200,16,70,13.04,15135,0,0,-10,26,0.46
15310,9974,200,16,70,13.03,20396,3,0,-10,26.3,0.43
15311,3312,200,16,70,13.04,19637,2,1,-10,24.9,0.52
15312,3452,200,16,70,13.03,20246,2,1,-10,28.5,0.41
15313,8003,200,16,70,16.03,15589,0,0,-20,24.5,0.64
15314,12654,200,16,70,16.06,30132,0,1,-10,22.6,0.64
15315,8356,200,16,70,16.03,20000,2,3,-10,26.9,0.48
15316,3471,200,16,70,16.03,22563,2,1,-10,28.2,0.48
15317,10381,200,16,70,19.34,15576,1,2,-10,22.8,0.51
15318,6516,200,17,60,13.03,12000,0,2,-20,18,0.73
15319,3230,200,17,60,13.04,25250,2,1,-10,25.3,0.54
15320,7135,200,17,60,14.04,15454,0,2,-20,21.7,0.3
15321,4268,200,17,60,16.04,49970,2,1,-20,22.8,0.37
15322,12633,200,17,60,16.04,21000,3,0,-20,22.9,0.44
15323,7253,200,17,60,16.04,22563,1,1,-40,19.1,0.93
15324,6186,200,17,60,18.04,15135,1,2,-20,18.9,0.59
15325,3698,200,17,60,18.33,16033,1,0,-20,20.6,0.6
15326,11041,200,17,60,19.03,18500,1,3,-20,16.9,0.75
15327,2665,200,17,70,19.04,20000,0,0,-20,24.2,0.53
15328,5297,200,17,10,19.04,20588,1,2,-10,23.6,0.36
15329,3429,200,18,60,13.03,15589,2,0,-10,26.2,0.55
15330,6509,200,18,60,14.04,21292,2,2,-10,23.1,0.6
15331,5840,200,18,60,14.03,20010,0,0,-10,25.1,0.47
15332,3879,200,18,60,14.04,25250,0,0,-10,23.6,0.62
15333,5544,200,18,60,14.04,15576,3,2,-10,26.1,0.45
15334,11482,200,18,60,17.03,15454,2,1,-10,21.9,0.56
15335,10015,200,18,60,17.03,20396,1,0,-10,21.6,0.59
15336,11361,200,18,60,17.04,30132,2,2,-10,24.4,0.44
15337,7207,200,18,60,18.03,10202,0,1,-20,22,0.81
15338,5211,200,18,60,19.04,20000,2,1,-10,24.7,0.38
15339,5460,200,18,70,19.04,32000,1,3,-20,22.4,0.64
15340,2717,200,19,50,19.04,19637,2,0,-10,23.2,0.81
15341,4837,200,19,60,14.03,19620,1,0,-10,26.4,0.49
15342,10025,200,19,60,18.03,12000,0,2,-20,25.5,0.83
15343,6114,200,19,60,18.03,15589,2,2,-20,26.6,0.82
15344,3819,200,19,60,18.03,10202,7,0,-20,23.3,0.89
15345,5678,200,19,60,18.03,20246,2,1,-20,25.5,0.86
15346,3941,200,19,60,18.33,16033,3,4,-20,23.2,0.87
15347,10144,200,19,60,19.03,18500,1,1,-20,24.5,0.86
15348,10643,200,19,60,19.04,20588,4,1,-20,23.6,0.91
15349,8123,200,19,60,19.05,20000,1,1,-20,23.3,0.91
15350,2086,200,19,60,19.34,15135,2,2,-40,21.9,0.95
15351,5464,200,20,60,14.03,19620,4,0,-20,17.9,0.62
15352,7128,200,20,60,18.04,21292,4,1,-10,20.9,0.65
15353,4210,200,20,60,18.03,49970,3,3,-10,23.4,0.7
15354,4561,200,20,60,18.03,15454,2,1,-10,22.2,0.66
15355,15151,200,20,60,18.03,21000,1,1,-10,24.5,0.59
15356,10014,200,20,60,18.04,30132,2,0,-10,23.6,0.66
15357,5318,200,20,60,18.03,22563,2,0,-10,23.6,0.73
15358,3793,200,20,60,18.33,16033,2,3,-10,23.3,0.76
15359,4190,200,20,60,18.35,19637,1,2,-10,22.4,0.78
15360,10120,200,20,60,19.04,20588,0,1,-20,24,0.73
15361,5966,200,20,60,19.04,32000,2,3,-20,25,0.75
15362,5746,200,21,60,18.03,12000,1,3,-20,20.6,0.84
15363,4784,200,21,60,18.03,15589,2,2,-40,21.9,0.81
15364,14614,200,21,60,18.03,20396,0,1,-20,22.1,0.77
15365,3632,200,21,60,18.04,25250,0,0,-10,23.6,0.79
15366,6971,200,21,60,18.03,20246,0,0,-20,25.7,0.75
15367,11425,200,21,60,19.03,18500,2,1,-10,22.4,0.77
15368,4801,200,21,60,19.04,20000,3,1,-10,25.4,0.59
15369,13708,200,21,60,19.03,21000,2,0,-10,24.7,0.62
15370,3054,200,21,60,19.04,15576,1,0,-20,22.3,0.87
15371,7926,200,21,60,19.04,32000,1,2,-40,24.2,0.7
15372,2723,200,21,60,19.34,15135,2,0,-20,23.3,0.72
15373,5128,200,22,30,19.04,21292,2,3,-40,19.6,0.91
15374,2539,200,22,30,19.03,49970,0,5,-20,23.3,0.74
15375,2812,200,22,30,19.03,15454,3,1,-20,22.9,0.71
15376,7153,200,22,30,19.04,20396,2,0,-20,22.3,0.76
15377,2905,200,22,30,19.04,25250,1,2,-20,24.6,0.8
15378,11719,200,22,30,19.04,20000,2,8,-40,23.2,0.84
15379,7652,200,22,30,19.03,20000,1,0,-20,23.2,0.87
15380,1875,200,22,30,19.04,19637,1,0,-40,23,0.81
15381,1104,200,22,30,19.04,15576,1,1,-40,26.9,0.72
15382,2640,200,22,30,19.03,22563,1,0,-40,26.7,0.89
15383,2105,200,22,30,19.03,10202,1,2,-40,25.6,0.94
15384,6257,200,23,70,14.03,19620,3,0,-10,28,0.54
15385,4503,200,23,70,18.33,15589,1,1,-10,23.9,0.92
15386,10160,200,23,70,18.04,30132,2,0,-10,26.8,0.79
15387,1732,200,23,70,18.03,10202,0,2,-10,27.8,0.86
15388,3249,200,23,70,18.03,20246,2,1,-10,27.6,0.9
15389,4330,200,23,70,18.33,16033,1,1,-20,27.3,0.8
15390,15982,200,23,70,19.03,18500,3,0,-10,28.4,0.75
15391,7923,200,23,70,19.05,20588,2,0,-10,29.7,0.65
15392,11485,200,23,70,19.03,20000,0,0,-10,30.3,0.63
15393,4139,200,23,70,19.04,32000,0,3,-10,28.3,0.82
15394,3883,200,23,70,19.34,15135,0,1,-20,28.4,0.61
15395,10020,200,24,70,18.04,21292,0,3,-20,24.1,0.88
15396,4020,200,24,70,18.03,12000,1,0,-10,26.9,0.78
15397,5753,200,24,70,18.03,49970,2,1,-20,27.8,0.76
15398,12151,200,24,70,18.03,20396,1,1,-10,26.9,0.58
15399,9425,200,24,70,18.03,21000,1,1,-40,25.1,0.88
15400,10578,200,24,70,18.04,30132,1,0,-30,28.4,0.64
15401,4892,200,24,70,18.04,22563,2,0,-20,30,0.66
15402,3981,200,24,70,18.03,20246,1,0,-20,28.1,0.85
15403,6536,200,24,70,18.33,16033,0,0,-20,29.1,0.7
15404,5603,200,24,70,19.03,32000,1,1,-20,28.8,0.73
15405,6516,200,24,70,19.34,15576,0,2,-10,27.8,0.72
15406,5142,200,25,60,18.04,21292,1,2,-10,25,0.68
15407,4201,200,25,60,18.03,12000,2,2,-10,20.2,0.75
15408,4676,200,25,60,18.03,15589,0,1,-10,22.3,0.74
15409,7324,200,25,60,18.03,15454,2,3,-10,24,0.5
15410,11019,200,25,60,18.03,20396,2,4,-10,25.3,0.46
15411,4141,200,25,60,18.04,25250,1,1,-10,24.9,0.68
15412,18193,200,25,60,18.03,21000,3,2,-10,30.4,0.4
15413,4664,200,25,60,18.34,19637,4,1,-10,26.3,0.77
15414,5857,200,25,60,19.04,20000,0,2,-10,27.7,0.66
15415,3674,200,25,60,19.04,15576,0,1,-10,27.7,0.62
15416,2555,200,25,60,19.03,10202,1,1,-10,28.6,0.74
15417,12696,200,26,60,14.03,39232,3,0,-30,23.2,0.65
15418,18705,200,26,60,18.04,49970,3,3,-20,28.4,0.73
15419,11658,200,26,60,18.04,30132,1,0,-10,28.2,0.61
15420,3063,200,26,60,18.03,20246,0,2,-10,29,0.78
15421,1815,200,26,60,19.49,15135,1,1,-40,22.3,0.92
15422,8852,200,26,60,19.03,18500,1,2,-10,27.9,0.8
15423,7885,200,26,60,19.04,20588,2,1,-10,29.1,0.56
15424,7807,200,26,60,19.03,20000,1,2,-10,27,0.85
15425,2142,200,26,60,19.03,10202,1,2,-20,28.6,0.81
15426,5013,200,26,60,19.04,32000,1,1,-20,28,0.8
15427,2499,200,26,30,19.03,15589,0,1,-20,23.6,0.79
15428,6822,200,27,70,18.05,15135,3,0,-10,28.8,0.58
15429,4458,200,27,70,18.03,15454,1,2,-20,27.3,0.63
15430,4071,200,27,70,18.04,25250,3,1,-20,25.2,0.96
15431,9198,200,27,70,18.04,30132,2,0,-10,27.7,0.75
15432,5218,200,27,70,18.03,22563,2,3,-20,25.5,0.86
15433,3565,200,27,70,18.04,20246,1,1,-20,25.8,0.89
15434,3890,200,27,70,18.34,16033,0,0,-40,26.7,0.87
15435,3904,200,27,70,18.34,19637,3,1,-20,26.1,0.84
15436,9658,200,27,70,19.03,18500,2,0,-20,27,0.77
15437,6424,200,27,70,19.04,20588,1,1,-20,26,0.99
15438,18269,200,27,70,19.03,20000,2,3,-20,26.5,0.88
15439,8756,200,28,70,15.03,19620,2,0,-10,27.9,0.63
15440,7032,200,28,70,18.04,21292,1,1,-10,29.8,0.73
15441,5195,200,28,70,18.03,12000,4,3,-20,25,0.91
15442,3537,200,28,70,18.03,49970,2,1,-20,30.1,0.7
15443,10680,200,28,70,18.03,20396,0,0,-10,28.6,0.71
15444,5118,200,28,70,18.05,20000,1,0,-10,30.3,0.64
15445,13440,200,28,70,18.03,21000,1,0,-10,32.9,0.57
15446,3537,200,28,70,18.33,16033,2,3,-10,29.3,0.81
15447,4048,200,28,70,19.04,15576,2,0,-10,30.7,0.74
15448,2938,200,28,70,19.03,10202,1,0,-10,29.4,0.88
15449,5513,200,28,10,19.04,32000,1,1,-20,26.6,0.82
15450,7553,200,29,70,18.04,21292,3,2,-10,28.4,0.71
15451,5579,200,29,70,18.03,15589,1,1,-10,28.8,0.71
15452,2841,200,29,70,18.04,15135,1,0,-10,31.4,0.54
15453,5309,200,29,70,18.03,15454,1,0,-10,28.4,0.54
15454,13044,200,29,70,18.03,20396,3,2,-10,27.9,0.61
15455,12449,200,29,70,18.03,21000,3,0,-10,30.2,0.64
15456,6090,200,29,70,18.03,22563,2,1,-10,32,0.62
15457,4562,200,29,70,18.34,19637,2,0,-10,28.3,0.8
15458,3765,200,29,70,19.04,20000,1,4,-10,28.5,0.78
15459,9762,200,29,70,19.03,20000,2,0,-10,30.2,0.68
15460,3336,200,29,70,19.04,15576,3,0,-10,28.3,0.76
15461,6863,200,30,30,18.03,20246,2,0,-10,31.9,0.64
15462,5664,200,30,30,19.03,19620,3,0,-10,22.8,0.68
15463,2826,200,30,30,19.03,12000,0,0,-20,25.5,0.88
15464,3155,200,30,30,19.03,15589,1,1,-20,25.4,0.88
15465,9258,200,30,30,19.03,18500,2,2,-20,28.1,0.79
15466,4262,200,30,30,19.04,25250,0,1,-20,26.9,0.94
15467,6267,200,30,30,19.34,20588,2,4,-20,28.4,0.81
15468,6916,200,30,30,19.04,30132,2,1,-10,28.3,0.8
15469,3258,200,30,30,19.03,10202,2,0,-10,30.3,0.79
15470,4052,200,30,30,19.03,32000,0,1,-20,28.6,0.85
15471,10096,200,30,30,19.33,16033,1,7,-10,29.3,0.73
15472,5609,200,31,70,18.03,12000,1,3,-20,24.2,0.76
15473,2496,200,31,70,18.04,15135,2,1,-10,26.3,0.65
15474,6544,200,31,70,18.03,49970,1,3,-20,25.6,0.68
15475,12490,200,31,70,18.03,15454,2,2,-20,25.4,0.66
15476,4472,200,31,70,18.04,25250,1,3,-20,25.9,0.78
15477,3358,200,31,70,18.33,16033,0,3,-20,26,0.73
15478,5129,200,31,70,18.34,19637,1,1,-10,25.1,0.79
15479,10065,200,31,70,19.03,18500,1,1,-20,24.8,0.81
15480,10802,200,31,70,19.05,45000,4,0,-10,24.6,0.66
15481,8046,200,31,70,19.04,20000,1,3,-10,26.8,0.6
15482,3339,200,31,40,19.03,32000,1,2,-10,25.4,0.65
15483,6792,200,32,70,14.04,19620,2,2,-10,23.3,0.6
15484,6428,200,32,70,18.04,21292,2,1,-10,25.9,0.68
15485,2742,200,32,70,19.03,15589,0,1,-20,23.8,0.91
15486,4127,200,32,70,18.03,15454,2,0,-10,28.3,0.53
15487,10993,200,32,70,18.04,20396,2,1,-20,22.3,0.87
15488,4180,200,32,70,18.04,20000,1,2,-20,25.9,0.87
15489,9895,200,32,70,18.03,21000,1,2,-20,25.6,0.86
15490,4552,200,32,70,18.03,22563,3,4,-20,25.2,0.84
15491,1829,200,32,70,18.03,10202,2,3,-40,23.6,0.96
15492,4314,200,32,70,19.04,20588,2,0,-20,25.9,0.81
15493,1809,200,32,70,19.04,15576,0,0,-20,23.4,0.9
15494,4340,200,33,70,18.03,15589,4,3,-10,24.9,0.93
15495,2310,200,33,70,18.04,15135,0,1,-20,26.1,0.78
15496,10187,200,33,70,19.03,18500,1,2,-20,27.6,0.86
15497,3456,200,33,70,18.04,25250,0,0,-20,23,0.97
15498,6559,200,33,70,18.03,21000,5,0,-40,24.4,0.87
15499,2223,200,33,70,18.34,16033,1,1,-40,22,0.96
15500,7289,200,33,70,13.04,20000,2,1,-40,23.1,0.86
15501,6288,200,33,70,18.03,22563,1,5,-10,26.1,0.68
15502,12156,200,33,70,18.03,20246,0,2,-10,27.8,0.51
15503,6102,200,33,70,16.03,32000,2,1,-10,27.5,0.33
15504,3414,200,33,70,19.05,19637,2,2,-10,23.6,0.37
15505,7618,200,34,70,13.03,19620,1,0,-10,19.3,0.4
15506,6147,200,34,70,16.04,21292,2,1,-10,23.1,0.56
15507,4601,200,34,70,16.03,12000,1,1,-20,23,0.84
15508,3706,200,34,70,18.04,15135,0,1,-20,24,0.63
15509,17148,200,34,70,13.04,20396,2,2,-10,24.1,0.51
15510,3369,200,34,70,13.04,4300,2,1,-10,30.7,0.5
15511,5594,200,34,70,15.04,19934,3,2,-10,29.9,0.62
15512,12311,200,34,70,19.04,45000,3,2,-10,23.6,0.55
15513,3143,200,34,70,13.03,10202,2,1,-10,29.6,0.64
15514,10061,200,34,70,14.33,20010,1,0,-20,23.6,0.42
15515,4251,200,34,70,19.04,15576,0,1,-10,23.6,0.75
15516,6646,200,35,70,16.04,21292,0,1,-10,21.8,0.61
15517,9002,200,35,70,16.03,54224,2,1,-10,24.4,0.45
15518,9933,200,35,70,13.03,20396,2,2,-10,23.2,0.48
15519,9226,200,35,70,15.05,20588,2,0,-10,27.9,0.42
15520,12671,200,35,70,18.03,21000,0,1,-10,24.4,0.53
15521,9878,200,35,70,18.04,30132,1,1,-10,24.4,0.58
15522,9550,200,35,70,13.03,20000,3,0,-10,27.2,0.57
15523,4508,200,35,70,16.06,19637,2,1,-10,25.4,0.45
15524,3968,200,35,70,16.03,22563,1,4,-40,24.4,0.88
15525,6051,200,35,70,15.03,32000,2,1,-20,26.9,0.55
15526,2139,200,35,30,19.03,15454,2,2,-20,16.3,0.54
15527,6396,200,36,70,13.04,19620,1,3,-20,20.6,0.61
15528,3715,200,36,70,13.03,12000,0,0,-20,24,0.8
15529,10687,200,36,70,13.03,15589,4,2,-20,25.5,0.76
15530,9557,200,36,70,16.03,18500,2,1,-20,23.1,0.83
15531,4717,200,36,70,14.03,7258,1,1,-20,23.7,0.67
15532,4942,200,36,70,13.04,25250,1,2,-10,29.3,0.68
15533,8036,200,36,70,16.04,20000,1,2,-20,26.8,0.61
15534,3907,200,36,70,13.03,16033,0,1,-10,28.8,0.59
15535,6060,200,36,70,14.05,15576,4,0,-10,27.4,0.65
15536,7058,200,36,70,16.03,10202,0,2,-10,26,0.7
15537,4304,200,36,70,16.03,20246,1,1,-10,28.6,0.63
15538,9304,200,37,70,13.04,39232,3,1,-30,20.9,0.52
15539,2261,200,37,70,16.03,12000,2,2,-40,16.8,0.97
15540,4278,200,37,70,13.03,15589,4,2,-40,15.6,0.9
15541,2781,200,37,70,15.04,15135,2,3,-40,14.8,0.91
15542,7345,200,37,70,16.03,18500,6,0,-40,16.1,0.85
15543,9286,200,37,70,16.04,21000,3,1,-20,18.5,0.85
15544,9619,200,37,70,16.04,30132,7,0,-30,21,0.69
15545,6705,200,37,70,13.04,20000,1,1,-40,20.3,0.78
15546,4706,200,37,70,16.07,19637,0,1,-40,17.9,0.94
15547,4933,200,37,70,14.03,22563,1,1,-20,22.9,0.62
15548,7524,200,37,70,13.03,20246,3,0,-10,25.5,0.5
15549,5795,200,38,70,16.04,21292,3,0,-20,12.8,0.63
15550,2763,200,38,70,18.04,15135,2,1,-10,13.4,0.57
15551,3761,200,38,70,16.03,49970,1,0,-10,17.1,0.33
15552,10507,200,38,70,13.03,15454,1,2,-10,20.9,0.23
15553,9754,200,38,70,15.33,20396,2,1,-10,13.8,0.53
15554,4056,200,38,70,16.04,25250,2,1,-20,14.3,0.69
15555,3830,200,38,70,13.04,20000,0,1,-10,19.6,0.35
15556,8590,200,38,70,13.04,20588,2,0,-10,20.4,0.31
15557,5108,200,38,70,13.03,16033,1,2,-10,19.8,0.4
15558,8897,200,38,70,13.04,19637,1,5,-10,19.3,0.37
15559,7306,200,38,70,13.04,32000,1,0,-10,23.4,0.29
15560,12718,200,39,70,13.03,39232,1,0,-30,20,0.5
15561,5869,200,39,70,13.04,21292,2,2,-20,15.9,0.67
15562,3988,200,39,70,14.05,49970,1,2,-20,20.2,0.43
15563,9095,200,39,70,13.03,15454,1,3,-20,18.8,0.55
15564,11402,200,39,70,13.05,21000,4,0,-40,17.8,0.87
15565,22468,200,39,70,19.04,30132,0,0,-30,20.7,0.74
15566,6782,200,39,70,13.05,20000,2,0,-40,18.1,0.87
15567,2934,200,39,70,16.04,15576,2,2,-20,18.8,0.88
15568,4253,200,39,70,13.03,22563,1,0,-40,19.1,0.85
15569,1682,200,39,70,13.04,10202,3,2,-20,19.3,0.91
15570,5259,200,39,70,13.03,20246,2,0,-40,18.4,0.95
15571,18088,200,40,70,16.03,39232,1,0,-30,20.8,0.41
15572,4773,200,40,70,19.04,12000,1,0,-20,14.9,0.63
15573,6671,200,40,70,13.03,15589,3,2,-20,13.7,0.84
15574,9333,200,40,70,13.03,18500,0,2,-20,20.9,0.7
15575,8147,200,40,70,13.03,20396,2,3,-40,14.9,0.71
15576,3299,200,40,70,16.04,25250,0,1,-40,11.7,0.92
15577,2856,200,40,70,16.04,20000,1,1,-40,16.7,0.8
15578,15380,200,40,70,13.04,20588,0,2,-20,17.1,0.87
15579,2222,200,40,70,16.04,16033,1,1,-40,15.1,0.75
15580,6880,200,40,70,16.04,19637,2,0,-40,17.8,0.79
15581,6561,200,40,70,19.04,32000,1,1,-20,15.8,0.68
15582,8266,200,41,70,14.03,12000,2,1,-10,16.8,0.5
15583,4235,200,41,70,18.04,15135,2,2,-10,9.9,0.67
15584,11253,200,41,70,14.04,18500,1,1,-10,18.4,0.44
15585,4777,200,41,70,17.03,49970,1,1,-10,14.9,0.5
15586,7015,200,41,70,17.05,20000,0,3,-10,15.1,0.62
15587,13970,200,41,70,14.03,21000,3,2,-10,17.9,0.49
15588,8754,200,41,70,14.04,20000,1,3,-40,14.8,0.75
15589,4129,200,41,70,17.04,15576,2,2,-20,14.4,0.54
15590,4205,200,41,70,17.03,10202,2,1,-20,13.3,0.51
15591,11624,200,41,70,14.04,20246,0,1,-20,14.9,0.57
15592,12003,200,41,70,14.04,32000,0,1,-20,13.3,0.71
15593,24813,200,42,70,12.33,39232,0,0,-30,22.5,0.33
15594,7118,200,42,70,12.34,21292,0,0,-10,14.1,0.44
15595,7810,200,42,70,12.34,15135,1,1,-10,18.2,0.27
15596,6975,200,42,70,12.33,15454,4,1,-10,17.6,0.22
15597,16885,200,42,70,12.34,20396,1,0,-10,12.4,0.35
15598,7805,200,42,70,12.35,25250,1,2,-10,16.1,0.54
15599,10500,200,42,70,12.34,20588,1,2,-10,20.1,0.37
15600,18756,200,42,70,12.35,30132,3,0,-10,16.7,0.36
15601,3560,200,42,70,12.34,16033,2,2,-10,18.5,0.41
15602,9605,200,42,70,12.33,22563,2,0,-10,16.9,0.38
15603,11214,200,42,70,12.34,20246,0,1,-10,16.4,0.68
15668,15852,100,1,60,14.05,19694,1,2,-20,10.6,0.35
15669,13809,100,1,60,14.05,54224,0,4,-20,9.1,0.56
15670,21657,100,1,60,14.04,40000,2,3,-30,15.6,0.56
15671,37079,100,1,60,14.04,47816,0,1,-40,12.3,0.6
15672,14296,100,1,60,14.05,24490,5,0,-20,13.9,0.61
15673,14623,100,1,60,15.03,18500,1,1,-20,8.1,0.79
15674,18438,100,1,60,19.04,21000,0,1,-40,8.3,0.83
15675,23166,100,1,70,13.04,72327,2,0,-40,7,0.72
15676,14011,100,1,70,16.03,26530,2,2,-40,8.6,0.74
15677,16176,100,2,60,12.34,50000,2,1,-10,8.1,0.42
15678,22931,100,2,60,13.02,42300,0,2,-20,4.2,0.42
15679,12202,100,2,60,14.06,19637,0,2,-10,8.2,0.12
15680,9980,100,2,60,15.04,15600,1,2,-10,10.3,0.12
15681,22398,100,2,60,15.03,49970,1,1,-10,7.9,0.37
15682,17877,100,2,60,15.04,20281,0,1,-10,10.9,0.31
15683,13143,100,2,60,15.05,30132,1,1,-10,8.9,0.31
15684,42850,100,2,60,16.04,63700,0,1,-10,9.6,0.29
15685,15033,100,2,60,19.04,40728,2,0,-10,6.4,0.26
15686,11088,100,3,60,13.04,15454,3,0,-10,12.8,0.27
15687,9106,100,3,60,14.03,17000,1,1,-10,11.1,0.34
15688,24734,100,3,60,14.04,50000,0,2,-10,11.2,0.55
15689,9265,100,3,60,15.03,18500,0,1,-10,12.8,0.27
15690,13498,100,3,60,15.03,26530,3,4,-10,11.8,0.28
15691,20323,100,3,60,15.04,47816,4,1,-10,9.6,0.36
15692,13013,100,3,60,15.04,24490,0,3,-10,13.4,0.32
15693,13380,100,3,60,17.04,19694,0,0,-20,5.6,0.59
15694,10089,100,3,60,19.04,30132,2,1,-10,8.3,0.45
15695,21278,100,4,70,13.03,42300,1,0,-10,11.8,0.49
15696,12281,100,4,70,14.04,17000,1,0,-10,17.8,0.12
15697,8097,100,4,70,14.04,19637,0,2,-10,12.4,0.45
15698,32099,100,4,70,15.04,40728,0,2,-10,13.9,0.38
15699,0,100,4,70,15.04,63700,1,1,-10,16.2,0.23
15700,10465,100,4,70,15.03,15600,4,0,-10,16.9,0.12
15701,10737,100,4,70,15.04,20000,2,1,-10,16.4,0.24
15702,18301,100,4,70,16.03,21000,1,1,-10,13.9,0.4
15703,23172,100,4,70,19.04,49970,0,4,-10,9.6,0.54
15705,12431,100,5,50,19.04,26530,1,0,-10,16.8,0.37
15706,11144,100,5,60,14.04,19694,1,1,-10,21.3,0.31
15707,27764,100,5,60,14.04,72327,1,3,-10,20.8,0.37
15708,15232,100,5,60,14.04,19628,0,0,-10,22.5,0.33
15709,11766,100,5,60,14.04,50000,3,1,-40,13.9,0.87
15710,11568,100,5,60,15.03,18500,2,2,-10,20.3,0.47
15711,14420,100,5,60,15.05,20281,1,3,-10,20.5,0.47
15712,12174,100,5,60,15.04,30132,3,1,-10,17.7,0.58
15713,12115,100,5,60,19.04,24490,2,0,-40,16.1,0.85
15714,21132,100,6,70,13.03,42300,0,0,-10,8.9,0.45
15715,15214,100,6,70,13.04,40000,2,5,-30,10.7,0.38
15716,8467,100,6,70,13.04,19637,0,4,-10,11.3,0.36
15717,9870,100,6,70,15.04,15600,0,3,-20,12.1,0.18
15718,13731,100,6,70,15.03,18500,2,1,-20,12.1,0.27
15719,10144,100,6,70,15.04,17000,0,1,-10,9.9,0.23
15720,14165,100,6,70,16.04,49970,2,1,-20,10,0.31
15721,12899,100,6,70,16.03,21000,0,2,-20,7.8,0.49
15722,26762,100,6,70,19.04,63700,4,0,-10,7.7,0.32
15723,12379,100,7,50,19.04,26530,1,1,-10,13.1,0.47
15724,19181,100,7,60,14.04,72327,0,2,-10,18.4,0.22
15725,42723,100,7,60,14.04,47816,2,2,-10,18,0.22
15726,11953,100,7,60,15.04,40728,1,2,-10,17.7,0.22
15727,11497,100,7,60,15.04,20281,2,0,-10,14.6,0.54
15728,19505,100,7,60,15.04,40000,1,2,-10,18.4,0.24
15729,13408,100,7,60,15.04,30132,3,0,-10,15.9,0.23
15730,8276,100,7,60,18.04,24490,2,0,-20,19.4,0.56
15731,12529,100,7,60,19.04,50000,1,0,-20,12.4,0.64
15732,11413,100,8,60,14.04,19694,0,3,-20,7,0.49
15733,6113,100,8,60,14.04,19637,0,4,-10,18.4,0.24
15734,11952,100,8,60,15.04,40728,2,3,-20,12.6,0.54
15735,11436,100,8,60,15.04,18500,0,0,-20,11.9,0.59
15736,40761,100,8,60,16.04,49970,2,0,-20,13.2,0.46
15737,11059,100,8,60,16.04,21000,2,1,-20,12.8,0.36
15738,35239,100,8,60,17.04,63700,1,0,-10,11.4,0.53
15739,8197,100,8,60,19.04,17000,2,0,-40,10.9,0.8
15740,21452,100,8,70,15.04,42300,0,0,-10,13.8,0.51
15741,12367,100,9,60,13.03,18500,3,2,-10,23.1,0.34
15742,26058,100,9,60,14.04,72327,0,1,-10,21.6,0.37
15743,11188,100,9,60,14.03,20281,1,0,-10,19.3,0.67
15744,6096,100,9,60,14.05,19637,1,2,-10,19.6,0.59
15745,9065,100,9,60,15.04,20000,2,3,-10,21.8,0.37
15746,25382,100,9,60,15.04,30132,2,2,-10,18.5,0.62
15747,19164,100,9,60,16.04,26530,2,1,-10,20.1,0.37
15748,9882,100,9,60,17.04,15600,0,2,-10,19.7,0.44
15749,16992,100,9,60,19.04,50000,0,3,-10,15.1,0.81
15750,25851,100,10,70,13.04,54224,0,1,-20,19.8,0.54
15751,8665,100,10,70,13.04,17000,0,1,-20,18.6,0.43
15752,23442,100,10,70,14.02,42300,1,1,-10,21.4,0.42
15753,17339,100,10,70,14,24490,1,2,-20,18,0.68
15754,15077,100,10,70,15.03,40728,2,1,-20,16.5,0.81
15755,13040,100,10,70,16.04,19694,0,0,-20,11.9,0.61
15756,38226,100,10,70,16.04,63700,1,0,-20,19.1,0.65
15757,13845,100,10,70,16.04,21000,1,2,-20,16.8,0.78
15758,19367,100,10,70,19.04,47816,1,1,-40,17.3,0.71
15759,43564,100,11,60,16.04,63700,1,0,-10,25.6,0.37
15760,12105,100,11,60,17.04,15600,2,2,-10,25.4,0.35
15761,13650,100,11,60,13.04,18500,1,0,-10,25.3,0.43
15762,18261,100,11,60,15.03,26530,2,0,-10,26,0.3
15763,35550,100,11,60,14.04,72327,2,0,-10,26.8,0.34
15764,17286,100,11,60,15.04,20281,0,1,-10,23.4,0.48
15765,38966,100,11,60,19.04,40000,1,2,-10,17.8,0.33
15766,17573,100,11,60,15.04,30132,0,0,-10,23.4,0.32
15767,9686,100,11,60,14.04,19637,0,1,-10,24,0.28
15768,12945,100,12,70,13.04,19694,4,3,-10,16.4,0.54
15769,15122,100,12,70,15.04,40728,1,2,-20,15.4,0.62
15770,23722,100,12,70,13.03,49970,0,1,-20,13.2,0.7
15771,36505,100,12,70,16.04,54224,0,0,-20,14.4,0.48
15772,35533,100,12,70,14.04,42300,2,1,-10,15.9,0.35
15773,12654,100,12,70,19.04,21000,3,0,-10,15,0.45
15774,14457,100,12,70,15.04,24490,1,0,-10,19.8,0.22
15775,9515,100,12,20,19.04,50000,1,2,-10,25.1,0.92
15776,15873,100,12,20,19.04,19628,1,2,-10,29.9,0.53
15777,13348,100,13,60,16.04,15600,0,2,-10,23.1,0.14
15778,11003,100,13,60,19.04,18500,1,0,-10,20.8,0.28
15779,19606,100,13,60,14.04,72327,1,2,-10,25.7,0.21
