,stage,match,gameday,time,stadium,home_score,away_score,weather,temperature,humidity,y
1345,200,25,16,1803,21000,3,2,600,30.4,0.4,18193
1346,200,25,16,1834,19637,4,1,600,26.3,0.77,46640
1347,200,25,16,1904,20000,0,2,600,27.7,0.66,58570
1348,200,25,16,1904,15576,0,1,600,27.7,0.62,36740
1349,200,25,16,1903,10202,1,1,600,28.6,0.74,25550
1350,200,26,16,1403,39232,3,0,600,23.2,0.65,12696
1351,200,26,16,1804,49970,3,3,700,28.4,0.73,18705
1352,200,26,16,1804,30132,1,0,600,28.2,0.61,11658
1353,200,26,16,1803,20246,0,2,600,29,0.78,30630
1354,200,26,16,1949,15135,1,1,500,22.3,0.92,18150
1355,200,26,16,1903,18500,1,2,600,27.9,0.8,88520
1356,200,26,16,1904,20588,2,1,600,29.1,0.56,78850
1357,200,26,16,1903,20000,1,2,600,27,0.85,78070
1358,200,26,16,1903,10202,1,2,700,28.6,0.81,21420
1359,200,26,16,1904,32000,1,1,700,28,0.8,50130
1360,200,26,13,1903,15589,0,1,700,23.6,0.79,24990
1361,200,27,17,1805,15135,3,0,600,28.8,0.58,68220
1362,200,27,17,1803,15454,1,2,700,27.3,0.63,44580
1363,200,27,17,1804,25250,3,1,700,25.2,0.96,40710
1364,200,27,17,1804,30132,2,0,600,27.7,0.75,91980
1365,200,27,17,1803,22563,2,3,700,25.5,0.86,52180
1366,200,27,17,1804,20246,1,1,700,25.8,0.89,35650
1367,200,27,17,1834,16033,0,0,500,26.7,0.87,38900
1368,200,27,17,1834,19637,3,1,700,26.1,0.84,39040
1369,200,27,17,1903,18500,2,0,700,27,0.77,96580
1370,200,27,17,1904,20588,1,1,700,26,0.99,64240
1371,200,27,17,1903,20000,2,3,700,26.5,0.88,18269
1372,200,28,17,1503,19620,2,0,600,27.9,0.63,87560
1373,200,28,17,1804,21292,1,1,600,29.8,0.73,70320
1374,200,28,17,1803,12000,4,3,700,25,0.91,51950
1375,200,28,17,1803,49970,2,1,700,30.1,0.7,35370
1376,200,28,17,1803,20396,0,0,600,28.6,0.71,10680
1377,200,28,17,1805,20000,1,0,600,30.3,0.64,51180
1378,200,28,17,1803,21000,1,0,600,32.9,0.57,13440
1379,200,28,17,1833,16033,2,3,600,29.3,0.81,35370
1380,200,28,17,1904,15576,2,0,600,30.7,0.74,40480
1381,200,28,17,1903,10202,1,0,600,29.4,0.88,29380
1382,200,28,11,1904,32000,1,1,700,26.6,0.82,55130
1383,200,29,17,1804,21292,3,2,600,28.4,0.71,75530
1384,200,29,17,1803,15589,1,1,600,28.8,0.71,55790
1385,200,29,17,1804,15135,1,0,600,31.4,0.54,28410
1386,200,29,17,1803,15454,1,0,600,28.4,0.54,53090
1387,200,29,17,1803,20396,3,2,600,27.9,0.61,13044
1388,200,29,17,1803,21000,3,0,600,30.2,0.64,12449
1389,200,29,17,1803,22563,2,1,600,32,0.62,60900
1390,200,29,17,1834,19637,2,0,600,28.3,0.8,45620
1391,200,29,17,1904,20000,1,4,600,28.5,0.78,37650
1392,200,29,17,1903,20000,2,0,600,30.2,0.68,97620
1393,200,29,17,1904,15576,3,0,600,28.3,0.76,33360
1394,200,30,13,1803,20246,2,0,600,31.9,0.64,68630
1395,200,30,13,1903,19620,3,0,600,22.8,0.68,56640
1396,200,30,13,1903,12000,0,0,700,25.5,0.88,28260
1397,200,30,13,1903,15589,1,1,700,25.4,0.88,31550
1398,200,30,13,1903,18500,2,2,700,28.1,0.79,92580
1399,200,30,13,1904,25250,0,1,700,26.9,0.94,42620
1400,200,30,13,1934,20588,2,4,700,28.4,0.81,62670
1401,200,30,13,1904,30132,2,1,600,28.3,0.8,69160
1402,200,30,13,1903,10202,2,0,600,30.3,0.79,32580
1403,200,30,13,1903,32000,0,1,700,28.6,0.85,40520
1404,200,30,13,1933,16033,1,7,600,29.3,0.73,10096
1405,200,31,17,1803,12000,1,3,700,24.2,0.76,56090
1406,200,31,17,1804,15135,2,1,600,26.3,0.65,24960
1407,200,31,17,1803,49970,1,3,700,25.6,0.68,65440
1408,200,31,17,1803,15454,2,2,700,25.4,0.66,12490
1409,200,31,17,1804,25250,1,3,700,25.9,0.78,44720
1410,200,31,17,1833,16033,0,3,700,26,0.73,33580
1411,200,31,17,1834,19637,1,1,600,25.1,0.79,51290
1412,200,31,17,1903,18500,1,1,700,24.8,0.81,10065
1413,200,31,17,1905,45000,4,0,600,24.6,0.66,10802
1414,200,31,17,1904,20000,1,3,600,26.8,0.6,80460
1415,200,31,14,1903,32000,1,2,600,25.4,0.65,33390
1416,200,32,17,1404,19620,2,2,600,23.3,0.6,67920
1417,200,32,17,1804,21292,2,1,600,25.9,0.68,64280
1418,200,32,17,1903,15589,0,1,700,23.8,0.91,27420
1419,200,32,17,1803,15454,2,0,600,28.3,0.53,41270
1420,200,32,17,1804,20396,2,1,700,22.3,0.87,10993
1421,200,32,17,1804,20000,1,2,700,25.9,0.87,41800
1422,200,32,17,1803,21000,1,2,700,25.6,0.86,98950
1423,200,32,17,1803,22563,3,4,700,25.2,0.84,45520
1424,200,32,17,1803,10202,2,3,500,23.6,0.96,18290
1425,200,32,17,1904,20588,2,0,700,25.9,0.81,43140
1426,200,32,17,1904,15576,0,0,700,23.4,0.9,18090
1427,200,33,17,1803,15589,4,3,600,24.9,0.93,43400
1428,200,33,17,1804,15135,0,1,700,26.1,0.78,23100
1429,200,33,17,1903,18500,1,2,700,27.6,0.86,10187
1430,200,33,17,1804,25250,0,0,700,23,0.97,34560
1431,200,33,17,1803,21000,5,0,500,24.4,0.87,65590
1432,200,33,17,1834,16033,1,1,500,22,0.96,22230
1433,200,33,17,1304,20000,2,1,500,23.1,0.86,72890
1434,200,33,17,1803,22563,1,5,600,26.1,0.68,62880
1435,200,33,17,1803,20246,0,2,600,27.8,0.51,12156
1436,200,33,18,1603,32000,2,1,600,27.5,0.33,61020
1437,200,33,18,1905,19637,2,2,600,23.6,0.37,34140
1438,200,34,17,1303,19620,1,0,600,19.3,0.4,76180
1439,200,34,17,1604,21292,2,1,600,23.1,0.56,61470
1440,200,34,17,1603,12000,1,1,700,23,0.84,46010
1441,200,34,17,1804,15135,0,1,700,24,0.63,37060
1442,200,34,17,1304,20396,2,2,600,24.1,0.51,17148
1443,200,34,17,1304,4300,2,1,600,30.7,0.5,33690
1444,200,34,17,1504,19934,3,2,600,29.9,0.62,55940
1445,200,34,17,1904,45000,3,2,600,23.6,0.55,12311
1446,200,34,17,1303,10202,2,1,600,29.6,0.64,31430
1447,200,34,18,1433,20010,1,0,700,23.6,0.42,10061
1448,200,34,18,1904,15576,0,1,600,23.6,0.75,42510
1449,200,35,17,1604,21292,0,1,600,21.8,0.61,66460
1450,200,35,17,1603,54224,2,1,600,24.4,0.45,90020
1451,200,35,17,1303,20396,2,2,600,23.2,0.48,99330
1452,200,35,17,1505,20588,2,0,600,27.9,0.42,92260
1453,200,35,17,1803,21000,0,1,600,24.4,0.53,12671
1454,200,35,17,1804,30132,1,1,600,24.4,0.58,98780
1455,200,35,17,1303,20000,3,0,600,27.2,0.57,95500
1456,200,35,17,1606,19637,2,1,600,25.4,0.45,45080
1457,200,35,17,1603,22563,1,4,500,24.4,0.88,39680
1458,200,35,17,1503,32000,2,1,700,26.9,0.55,60510
1459,200,35,13,1903,15454,2,2,700,16.3,0.54,21390
1460,200,36,17,1304,19620,1,3,700,20.6,0.61,63960
1461,200,36,17,1303,12000,0,0,700,24,0.8,37150
1462,200,36,17,1303,15589,4,2,700,25.5,0.76,10687
1463,200,36,17,1603,18500,2,1,700,23.1,0.83,95570
1464,200,36,17,1403,7258,1,1,700,23.7,0.67,47170
1465,200,36,17,1304,25250,1,2,600,29.3,0.68,49420
1466,200,36,17,1604,20000,1,2,700,26.8,0.61,80360
1467,200,36,17,1303,16033,0,1,600,28.8,0.59,39070
1468,200,36,17,1405,15576,4,0,600,27.4,0.65,60600
1469,200,36,17,1603,10202,0,2,600,26,0.7,70580
1470,200,36,17,1603,20246,1,1,600,28.6,0.63,43040
1471,200,37,17,1304,39232,3,1,600,20.9,0.52,93040
1472,200,37,17,1603,12000,2,2,500,16.8,0.97,22610
1473,200,37,17,1303,15589,4,2,500,15.6,0.9,42780
1474,200,37,17,1504,15135,2,3,500,14.8,0.91,27810
1475,200,37,17,1603,18500,6,0,500,16.1,0.85,73450
1476,200,37,17,1604,21000,3,1,700,18.5,0.85,92860
1477,200,37,17,1604,30132,7,0,600,21,0.69,96190
1478,200,37,17,1304,20000,1,1,500,20.3,0.78,67050
1479,200,37,17,1607,19637,0,1,500,17.9,0.94,47060
1480,200,37,17,1403,22563,1,1,700,22.9,0.62,49330
1481,200,37,17,1303,20246,3,0,600,25.5,0.5,75240
1482,200,38,17,1604,21292,3,0,700,12.8,0.63,57950
1483,200,38,17,1804,15135,2,1,600,13.4,0.57,27630
1484,200,38,17,1603,49970,1,0,600,17.1,0.33,37610
1485,200,38,17,1303,15454,1,2,600,20.9,0.23,10507
1486,200,38,17,1533,20396,2,1,600,13.8,0.53,97540
1487,200,38,17,1604,25250,2,1,700,14.3,0.69,40560
1488,200,38,17,1304,20000,0,1,600,19.6,0.35,38300
1489,200,38,17,1304,20588,2,0,600,20.4,0.31,85900
1490,200,38,17,1303,16033,1,2,600,19.8,0.4,51080
1491,200,38,17,1304,19637,1,5,600,19.3,0.37,88970
1492,200,38,17,1304,32000,1,0,600,23.4,0.29,73060
1493,200,39,17,1303,39232,1,0,600,20,0.5,12718
1494,200,39,17,1304,21292,2,2,700,15.9,0.67,58690
1495,200,39,17,1405,49970,1,2,700,20.2,0.43,39880
1496,200,39,17,1303,15454,1,3,700,18.8,0.55,90950
1497,200,39,17,1305,21000,4,0,500,17.8,0.87,11402
1498,200,39,17,1904,30132,0,0,600,20.7,0.74,22468
1499,200,39,17,1305,20000,2,0,500,18.1,0.87,67820
1500,200,39,17,1604,15576,2,2,700,18.8,0.88,29340
1501,200,39,17,1303,22563,1,0,500,19.1,0.85,42530
1502,200,39,17,1304,10202,3,2,700,19.3,0.91,16820
1503,200,39,17,1303,20246,2,0,500,18.4,0.95,52590
1504,200,40,17,1603,39232,1,0,600,20.8,0.41,18088
1505,200,40,17,1904,12000,1,0,700,14.9,0.63,47730
1506,200,40,17,1303,15589,3,2,700,13.7,0.84,66710
1507,200,40,17,1303,18500,0,2,700,20.9,0.7,93330
1508,200,40,17,1303,20396,2,3,500,14.9,0.71,81470
1509,200,40,17,1604,25250,0,1,500,11.7,0.92,32990
1510,200,40,17,1604,20000,1,1,500,16.7,0.8,28560
1511,200,40,17,1304,20588,0,2,700,17.1,0.87,15380
1512,200,40,17,1604,16033,1,1,500,15.1,0.75,22220
1513,200,40,17,1604,19637,2,0,500,17.8,0.79,68800
1514,200,40,17,1904,32000,1,1,700,15.8,0.68,65610
1515,200,41,17,1403,12000,2,1,600,16.8,0.5,82660
1516,200,41,17,1804,15135,2,2,600,9.9,0.67,42350
1517,200,41,17,1404,18500,1,1,600,18.4,0.44,11253
1518,200,41,17,1703,49970,1,1,600,14.9,0.5,47770
1519,200,41,17,1705,20000,0,3,600,15.1,0.62,70150
1520,200,41,17,1403,21000,3,2,600,17.9,0.49,13970
1521,200,41,17,1404,20000,1,3,500,14.8,0.75,87540
1522,200,41,17,1704,15576,2,2,700,14.4,0.54,41290
1523,200,41,17,1703,10202,2,1,700,13.3,0.51,42050
1524,200,41,17,1404,20246,0,1,700,14.9,0.57,11624
1525,200,41,17,1404,32000,0,1,700,13.3,0.71,12003
1526,200,42,17,1233,39232,0,0,600,22.5,0.33,24813
1527,200,42,17,1234,21292,0,0,600,14.1,0.44,71180
1528,200,42,17,1234,15135,1,1,600,18.2,0.27,78100
1529,200,42,17,1233,15454,4,1,600,17.6,0.22,69750
1530,200,42,17,1234,20396,1,0,600,12.4,0.35,16885
1531,200,42,17,1235,25250,1,2,600,16.1,0.54,78050
1532,200,42,17,1234,20588,1,2,600,20.1,0.37,10500
1533,200,42,17,1235,30132,3,0,600,16.7,0.36,18756
1534,200,42,17,1234,16033,2,2,600,18.5,0.41,35600
1535,200,42,17,1233,22563,2,0,600,16.9,0.38,96050
1536,200,42,17,1234,20246,0,1,600,16.4,0.68,11214
1537,100,1,16,1405,19694,1,2,700,10.6,0.35,15852
1538,100,1,16,1405,54224,0,4,700,9.1,0.56,13809
1539,100,1,16,1404,40000,2,3,600,15.6,0.56,21657
1540,100,1,16,1404,47816,0,1,500,12.3,0.6,37079
1541,100,1,16,1405,24490,5,0,700,13.9,0.61,14296
1542,100,1,16,1503,15349,1,1,700,8.1,0.79,14623
1543,100,1,16,1904,21000,0,1,500,8.3,0.83,18438
1544,100,1,17,1304,72327,2,0,500,7,0.72,23166
1545,100,1,17,1603,26530,2,2,500,8.6,0.74,14011
1546,100,2,16,1234,50000,2,1,600,8.1,0.42,16176
1547,100,2,16,1302,42300,0,2,700,4.2,0.42,22931
1548,100,2,16,1406,19637,0,2,600,8.2,0.12,12202
1549,100,2,16,1504,15600,1,2,600,10.3,0.12,99800
1550,100,2,16,1503,49970,1,1,600,7.9,0.37,22398
1551,100,2,16,1504,20281,0,1,600,10.9,0.31,17877
1552,100,2,16,1505,30132,1,1,600,8.9,0.31,13143
1553,100,2,16,1604,63700,0,1,600,9.6,0.29,42850
1554,100,2,16,1904,40728,2,0,600,6.4,0.26,15033
1555,100,3,16,1304,15454,3,0,600,12.8,0.27,11088
1556,100,3,16,1403,17000,1,1,600,11.1,0.34,91060
1557,100,3,16,1404,50000,0,2,600,11.2,0.55,24734
1558,100,3,16,1503,15349,0,1,600,12.8,0.27,92650
1559,100,3,16,1503,26530,3,4,600,11.8,0.28,13498
1560,100,3,16,1504,47816,4,1,600,9.6,0.36,20323
1561,100,3,16,1504,24490,0,3,600,13.4,0.32,13013
1562,100,3,16,1704,19694,0,0,700,5.6,0.59,13380
1563,100,3,16,1904,30132,2,1,600,8.3,0.45,10089
1564,100,4,17,1303,42300,1,0,600,11.8,0.49,21278
1565,100,4,17,1404,17000,1,0,600,17.8,0.12,12281
1566,100,4,17,1404,19637,0,2,600,12.4,0.45,80970
1567,100,4,17,1504,40728,0,2,600,13.9,0.38,32099
1568,100,4,17,1504,63700,1,1,600,16.2,0.23,0
1569,100,4,17,1503,15600,4,0,600,16.9,0.12,10465
1570,100,4,17,1504,20000,2,1,600,16.4,0.24,10737
1571,100,4,17,1603,21000,1,1,600,13.9,0.4,18301
1572,100,4,17,1904,49970,0,4,600,9.6,0.54,23172
1573,100,5,15,1904,26530,1,0,600,16.8,0.37,12431
1574,100,5,16,1404,19694,1,1,600,21.3,0.31,11144
1575,100,5,16,1404,72327,1,3,600,20.8,0.37,27764
1576,100,5,16,1404,19628,0,0,600,22.5,0.33,15232
1577,100,5,16,1404,50000,3,1,500,13.9,0.87,11766
1578,100,5,16,1503,15349,2,2,600,20.3,0.47,11568
1579,100,5,16,1505,20281,1,3,600,20.5,0.47,14420
1580,100,5,16,1504,30132,3,1,600,17.7,0.58,12174
1581,100,5,16,1904,24490,2,0,500,16.1,0.85,12115
1582,100,6,17,1303,42300,0,0,600,8.9,0.45,21132
1583,100,6,17,1304,40000,2,5,600,10.7,0.38,15214
1584,100,6,17,1304,19637,0,4,600,11.3,0.36,84670
1585,100,6,17,1504,15600,0,3,700,12.1,0.18,98700
1586,100,6,17,1503,15349,2,1,700,12.1,0.27,13731
1587,100,6,17,1504,17000,0,1,600,9.9,0.23,10144
1588,100,6,17,1604,49970,2,1,700,10,0.31,14165
1589,100,6,17,1603,21000,0,2,700,7.8,0.49,12899
1590,100,6,17,1904,63700,4,0,600,7.7,0.32,26762
1591,100,7,15,1904,26530,1,1,600,13.1,0.47,12379
1592,100,7,16,1404,72327,0,2,600,18.4,0.22,19181
1593,100,7,16,1404,47816,2,2,600,18,0.22,42723
1594,100,7,16,1504,40728,1,2,600,17.7,0.22,11953
1595,100,7,16,1504,20281,2,0,600,14.6,0.54,11497
1596,100,7,16,1504,40000,1,2,600,18.4,0.24,19505
1597,100,7,16,1504,30132,3,0,600,15.9,0.23,13408
1598,100,7,16,1804,24490,2,0,700,19.4,0.56,82760
1599,100,7,16,1904,50000,1,0,700,12.4,0.64,12529
1600,100,8,16,1404,19694,0,3,700,7,0.49,11413
1601,100,8,16,1404,19637,0,4,600,18.4,0.24,61130
1602,100,8,16,1504,40728,2,3,700,12.6,0.54,11952
1603,100,8,16,1504,15349,0,0,700,11.9,0.59,11436
1604,100,8,16,1604,49970,2,0,700,13.2,0.46,40761
1605,100,8,16,1604,21000,2,1,700,12.8,0.36,11059
1606,100,8,16,1704,63700,1,0,600,11.4,0.53,35239
1607,100,8,16,1904,17000,2,0,500,10.9,0.8,81970
1608,100,8,17,1504,42300,0,0,600,13.8,0.51,21452
1609,100,9,16,1303,15349,3,2,600,23.1,0.34,12367
1610,100,9,16,1404,72327,0,1,600,21.6,0.37,26058
1611,100,9,16,1403,20281,1,0,600,19.3,0.67,11188
1612,100,9,16,1405,19637,1,2,600,19.6,0.59,60960
1613,100,9,16,1504,20000,2,3,600,21.8,0.37,90650
1614,100,9,16,1504,30132,2,2,600,18.5,0.62,25382
1615,100,9,16,1604,26530,2,1,600,20.1,0.37,19164
1616,100,9,16,1704,15600,0,2,600,19.7,0.44,98820
1617,100,9,16,1904,50000,0,3,600,15.1,0.81,16992
1618,100,10,18,1304,54224,0,1,700,19.8,0.54,25851
1619,100,10,18,1304,17000,0,1,700,18.6,0.43,86650
1620,100,10,18,1402,42300,1,1,600,21.4,0.42,23442
1621,100,10,18,1400,24490,1,2,700,18,0.68,17339
1622,100,10,18,1503,40728,2,1,700,16.5,0.81,15077
1623,100,10,18,1604,19694,0,0,700,11.9,0.61,13040
1624,100,10,18,1604,63700,1,0,700,19.1,0.65,38226
1625,100,10,18,1604,21000,1,2,700,16.8,0.78,13845
1626,100,10,18,1904,47816,1,1,500,17.3,0.71,19367
1627,100,11,16,1604,63700,1,0,600,25.6,0.37,43564
1628,100,11,16,1704,15600,2,2,600,25.4,0.35,12105
1629,100,11,16,1304,15349,1,0,600,25.3,0.43,13650
1630,100,11,16,1503,26530,2,0,600,26,0.3,18261
1631,100,11,16,1404,72327,2,0,600,26.8,0.34,35550
1632,100,11,16,1504,20281,0,1,600,23.4,0.48,17286
1633,100,11,16,1904,40000,1,2,600,17.8,0.33,38966
1634,100,11,16,1504,30132,0,0,600,23.4,0.32,17573
1635,100,11,16,1404,19637,0,1,600,24,0.28,96860
1636,100,12,18,1304,19694,4,3,600,16.4,0.54,12945
1637,100,12,18,1504,40728,1,2,700,15.4,0.62,15122
1638,100,12,18,1303,49970,0,1,700,13.2,0.7,23722
1639,100,12,18,1604,54224,0,0,700,14.4,0.48,36505
1640,100,12,18,1404,42300,2,1,600,15.9,0.35,35533
1641,100,12,18,1904,21000,3,0,600,15,0.45,12654
1642,100,12,18,1504,24490,1,0,600,19.8,0.22,14457
1643,100,12,12,1904,50000,1,2,600,25.1,0.92,95150
1644,100,12,12,1904,19628,1,2,600,29.9,0.53,15873
1645,100,13,16,1604,15600,0,2,600,23.1,0.14,13348
1646,100,13,16,1904,15349,1,0,600,20.8,0.28,11003
1647,100,13,16,1404,72327,1,2,600,25.7,0.21,19606
1648,100,13,16,1304,40000,1,2,600,23.6,0.2,20781
1649,100,13,16,1504,30132,1,0,600,21.6,0.25,12224
1650,100,13,16,1404,19637,0,0,600,21.6,0.28,74510
1651,100,13,16,1503,26530,4,1,600,24.1,0.13,17451
1652,100,13,16,1604,19628,0,1,600,23.9,0.25,15479
1653,100,13,16,1404,50000,1,1,600,23.9,0.39,12960
1654,100,14,16,1904,40728,1,0,700,20.3,0.56,13544
1655,100,14,16,1404,63700,1,0,600,23.6,0.26,54350
1656,100,14,16,1804,49970,3,0,600,20.5,0.44,26485
1657,100,14,16,1304,17000,3,0,600,26.4,0.24,10073
1658,100,14,16,1503,42300,1,1,700,14.7,0.65,24176
1659,100,14,16,1403,20281,1,1,600,23.1,0.4,12639
1660,100,14,16,1504,24490,1,1,600,25.2,0.34,11339
1661,100,14,17,1304,19694,1,0,600,21.4,0.38,18863
1662,100,14,17,1505,26530,0,3,600,23.7,0.26,19668
1663,100,15,16,1804,63700,1,0,500,23.2,0.88,30776
1664,100,15,16,1904,15600,3,3,500,23.3,0.87,92720
1665,100,15,16,2004,15349,0,0,500,21.2,0.91,89820
1666,100,15,16,1834,49970,1,1,700,24.1,0.82,27387
1667,100,15,16,1804,20281,0,2,700,21.4,0.9,15305
1668,100,15,16,1904,40000,1,1,700,23.3,0.82,22635
1669,100,15,16,1904,21000,2,0,700,24.6,0.77,11373
1670,100,15,16,1904,47816,2,2,600,27.5,0.7,30188
1671,100,15,16,1904,30132,0,1,600,27,0.57,20616
1672,100,16,13,1903,19694,3,3,700,27.2,0.83,13302
1673,100,16,13,1903,40728,2,2,600,26.8,0.87,88400
1674,100,16,13,1934,15454,1,1,600,28.6,0.74,13445
1675,100,16,13,1903,17000,0,0,700,28.6,0.64,12052
1676,100,16,13,1903,42300,0,1,700,26.9,0.83,17348
1677,100,16,13,1903,21000,4,0,600,29.5,0.62,10898
1678,100,16,13,1904,50000,5,2,600,27.4,0.85,12673
1679,100,16,13,1905,19637,0,2,600,26.8,0.85,10860
1680,100,16,13,1904,24490,0,1,700,29.2,0.77,23277
1681,100,17,17,1804,63700,1,1,600,28.3,0.73,39205
1682,100,17,17,1904,15600,1,3,600,26.9,0.76,81230
1683,100,17,17,1834,49970,3,0,600,28.3,0.75,15491
1684,100,17,17,1903,26530,1,0,700,28.9,0.65,19254
1685,100,17,17,1804,20281,3,0,600,29.4,0.54,11095
1686,100,17,17,1904,20000,1,1,600,27.8,0.48,16261
1687,100,17,17,1904,19628,0,1,700,27.9,0.5,13431
1688,100,17,17,1904,30132,1,5,600,27.4,0.52,18012
1689,100,17,17,1904,50000,1,1,600,25.3,0.66,15101
