id,y,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
15995,8843,200,2,70,16.03 ,大分トリニータ,ギラヴァンツ北九州,40000,スカパー！／スカパー！プレミアムサービス,1,0,-10,11.3,33%,福島　孝一郎,大分トリニータ,武田　洋平,チェ　ジョンハン,高木　和道,阪田　章裕,若狭　大志,西　弘則,伊藤　大介,末吉　隼也,田中　輝希,木村　祐志,後藤　優介,ギラヴァンツ北九州,大谷　幸輝,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,八角　剛史,風間　宏希,小手川　宏基,井上　翔太,原　一樹,池元　友樹
15996,7412,200,2,70,17.03 ,ジェフユナイテッド千葉,ファジアーノ岡山,18500,スカパー！／スカパー！プレミアムサービス,1,0,-10,7.9,57%,廣瀬　格,ジェフユナイテッド千葉,岡本　昌弘,天野　貴史,大岩　一貴,山口　智,中村　太亮,山口　慶,佐藤　健太郎,田中　佑昌,山中　亮輔,町田　也真人,森本　貴幸,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,後藤　圭太,鎌田　翔雅,島田　譲,千明　聖典,田所　諒,妹尾　隆佑,林　容平,荒田　智之
15997,7038,200,3,70,13.03 ,モンテディオ山形,ＦＣ岐阜,21292,スカパー！／スカパー！プレミアムサービス,3,1,-40,5.4,73%,上田　益也,モンテディオ山形,清水　健太,山田　拓巳,當間　建文,イ　ジュヨン,舩津　徹也,宮阪　政樹,秋葉　勝,中島　裕希,ディエゴ,伊東　俊,萬代　宏樹,ＦＣ岐阜,川口　能活,杉山　新,木谷　公亮,阿部　正紀,野垣内　俊,水野　泰輔,宮沢　正史,スティッペ,髙地　系治,難波　宏明,ナザリト
15998,14048,200,3,70,13.03 ,松本山雅ＦＣ,Ｖ・ファーレン長崎,20396,スカパー！／スカパー！プレミアムサービス／信越放送,0,0,-10,11.6,37%,佐藤　隆治,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,玉林　睦実,岩沼　俊介,多々良　敦斗,喜山　康平,サビア,船山　貴之,岩上　祐三,Ｖ・ファーレン長崎,大久保　択生,岡本　拓也,山口　貴弘,下田　光平,神崎　大輔,黒木　聖仁,三原　雅俊,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一
15999,4554,200,3,70,13.05 ,カターレ富山,横浜ＦＣ,25250,スカパー！／スカパー！プレミアムサービス,1,2,-40,7.9,79%,窪田　陽輔,カターレ富山,水谷　雄一,木村　勝太,高　准翼,平出　涼,内田　健太,秋本　倫孝,キム　ヨングン,ソ　ヨンドク,白崎　凌兵,中島　翔哉,苔口　卓也,横浜ＦＣ,南　雄太,市村　篤司,ドウグラス,野上　結貴,中島　崇典,松下　年宏,安　英学,寺田　紳一,野崎　陽介,小野瀬　康介,パク　ソンホ
16000,3742,200,3,70,13.05 ,アビスパ福岡,愛媛ＦＣ,22563,スカパー！／スカパー！プレミアムサービス／ＮＨＫ福岡／ＮＨＫ松山,1,1,-10,18.3,40%,三上　正一郎,アビスパ福岡,神山　竜一,三島　勇太,堤　俊輔,イ　グァンソン,阿部　巧,パク　ゴン,城後　寿,中原　秀人,坂田　大輔,プノセバッチ,石津　大介,愛媛ＦＣ,児玉　剛,関根　永悟,村上　佑介,林堂　眞,西岡　大輝,キム　ミンジェ,渡邊　一仁,原川　力,堀米　勇輝,渡辺　亮太,表原　玄太
16001,7053,200,3,70,13.03 ,大分トリニータ,カマタマーレ讃岐,40000,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分,1,0,-10,18.7,27%,森川　浩次,大分トリニータ,武田　洋平,チェ　ジョンハン,阪田　章裕,高木　和道,若狭　大志,伊藤　大介,末吉　隼也,西　弘則,田中　輝希,木村　祐志,後藤　優介,カマタマーレ讃岐,森田　耕一郎,持留　新作,西野　泰正,野口　遼太,小澤　雄希,綱田　大志,岡村　和哉,山本　翔平,アンドレア,高木　和正,我那覇　和樹
16002,8290,200,3,70,14.04 ,京都サンガF.C.,栃木ＳＣ,20588,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,0,0,-20,16.1,38%,榎本　一慶,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,田森　大己,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,アレッサンドロ,栃木ＳＣ,鈴木　智幸,山形　辰徳,チャ　ヨンファン,ドゥドゥ,イ　ミンス,廣瀬　浩二,西澤　代志也,小野寺　達也,近藤　祐介,大久保　哲哉,瀬沼　優司
16003,5136,200,3,70,16.03 ,東京ヴェルディ,ジェフユナイテッド千葉,49970,スカパー！／スカパー！プレミアムサービス,1,1,-10,17.7,20%,池内　明彦,東京ヴェルディ,佐藤　優也,安西　幸輝,吉野　恭平,金　鐘必,安在　和樹,姜　成浩,田村　直也,前田　直輝,高木　大輔,常盤　聡,平本　一樹,ジェフユナイテッド千葉,岡本　昌弘,竹内　彬,大岩　一貴,山口　智,中村　太亮,山口　慶,佐藤　健太郎,田中　佑昌,山中　亮輔,町田　也真人,森本　貴幸
16004,8269,200,3,70,16.04 ,湘南ベルマーレ,コンサドーレ札幌,15100,スカパー！／スカパー！プレミアムサービス,2,0,-10,16.5,32%,吉田　寿光,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,宇佐美　宏和,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,武富　孝介,コンサドーレ札幌,金山　隼樹,日高　拓磨,櫛引　一紀,奈良　竜樹,上原　慎也,河合　竜二,宮澤　裕樹,荒野　拓馬,前田　俊介,砂川　誠,内村　圭宏
16005,7998,200,3,70,16.03 ,ジュビロ磐田,ロアッソ熊本,15165,スカパー！／スカパー！プレミアムサービス,3,1,-10,14.4,36%,家本　政明,ジュビロ磐田,藤ヶ谷　陽介,駒野　友一,菅沼　駿哉,伊野波　雅彦,宮崎　智彦,フェルジナンド,藤田　義明,松井　大輔,ポポ,山崎　亮平,前田　遼一,ロアッソ熊本,畑　実,園田　拓也,篠原　弘次郎,矢野　大輔,片山　奨典,橋本　拳人,養父　雄仁,中山　雄登,齊藤　和樹,仲間　隼斗,巻　誠一郎
16006,2903,200,3,70,16.03 ,ギラヴァンツ北九州,水戸ホーリーホック,10202,スカパー！／スカパー！プレミアムサービス,1,0,-10,15.7,50%,吉田　哲朗,ギラヴァンツ北九州,大谷　幸輝,田中　優毅,渡邉　将基,前田　和哉,冨士　祐樹,八角　剛史,風間　宏希,小手川　宏基,井上　翔太,渡　大生,池元　友樹,水戸ホーリーホック,本間　幸司,田向　泰輝,新里　亮,冨田　大介,金　聖基,船谷　圭祐,内田　航平,中里　崇宏,田中　雄大,三島　康平,馬場　賢治
16007,6312,200,3,70,17.03 ,ファジアーノ岡山,ザスパクサツ群馬,20000,スカパー！／スカパー！プレミアムサービス,1,2,-10,15.2,56%,河合　英治,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,植田　龍仁朗,石原　崇兆,仙石　廉,千明　聖典,田所　諒,妹尾　隆佑,押谷　祐樹,荒田　智之,ザスパクサツ群馬,北　一真,小柳　達司,クォン　ハンジン,黄　誠秀,夛田　凌輔,瀬川　和樹,加藤　弘堅,永田　亮太,平繁　龍一,エデル,小林　竜樹
16008,4695,200,4,60,13.03 ,水戸ホーリーホック,ファジアーノ岡山,12000,スカパー！／スカパー！プレミアムサービス,0,1,-10,14.3,27%,岡　宏道,水戸ホーリーホック,本間　幸司,新里　亮,冨田　大介,金　聖基,田中　雄大,中里　崇宏,小谷野　顕治,広瀬　陸斗,船谷　圭祐,三島　康平,馬場　賢治,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,植田　龍仁朗,鎌田　翔雅,千明　聖典,島田　譲,田所　諒,石原　崇兆,押谷　祐樹,久保　裕一
16009,3761,200,4,60,13.04 ,カターレ富山,京都サンガF.C.,25250,スカパー！／スカパー！プレミアムサービス,1,2,-20,9.2,46%,小屋　幸栄,カターレ富山,水谷　雄一,木村　勝太,御厨　貴文,平出　涼,内田　健太,大西　容平,キム　ヨングン,ソ　ヨンドク,白崎　凌兵,中島　翔哉,苔口　卓也,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,アレッサンドロ
16010,7222,200,4,60,13.04 ,ＦＣ岐阜,湘南ベルマーレ,20000,スカパー！／スカパー！プレミアムサービス／岐阜放送,2,3,-10,11.3,27%,松尾　一,ＦＣ岐阜,川口　能活,杉山　新,木谷　公亮,阿部　正紀,野垣内　俊,水野　泰輔,宮沢　正史,スティッペ,髙地　系治,難波　宏明,ナザリト,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,宇佐美　宏和,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,武富　孝介
16011,2916,200,4,60,13.03 ,カマタマーレ讃岐,松本山雅ＦＣ,22338,スカパー！／スカパー！プレミアムサービス,0,5,-10,16.8,42%,塚田　健太,カマタマーレ讃岐,森田　耕一郎,西野　泰正,岡村　和哉,野口　遼太,堀河　俊大,綱田　大志,山本　翔平,小澤　雄希,アンドレア,高橋　泰,我那覇　和樹,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,岩間　雄大,岩上　祐三,船山　貴之,塩沢　勝吾
16012,4174,200,4,60,14.03 ,栃木ＳＣ,ザスパクサツ群馬,15589,スカパー！／スカパー！プレミアムサービス,3,0,-10,11.9,26%,福島　孝一郎,栃木ＳＣ,鈴木　智幸,山形　辰徳,赤井　秀行,ドゥドゥ,イ　ミンス,小野寺　達也,湯澤　洋介,大久保　哲哉,廣瀬　浩二,近藤　祐介,瀬沼　優司,ザスパクサツ群馬,北　一真,夛田　凌輔,小柳　達司,クォン　ハンジン,瀬川　和樹,小林　竜樹,加藤　弘堅,黄　誠秀,永田　亮太,平繁　龍一,エデル
16013,9492,200,4,60,15.03 ,ロアッソ熊本,大分トリニータ,32000,スカパー！／スカパー！プレミアムサービス,1,1,-10,13.6,36%,野田　祐樹,ロアッソ熊本,畑　実,園田　拓也,篠原　弘次郎,矢野　大輔,片山　奨典,橋本　拳人,養父　雄仁,五領　淳樹,齊藤　和樹,仲間　隼斗,澤田　崇,大分トリニータ,武田　洋平,チェ　ジョンハン,阪田　章裕,高木　和道,若狭　大志,伊藤　大介,末吉　隼也,西　弘則,田中　輝希,風間　宏矢,伊佐　耕平
16014,9251,200,4,60,16.03 ,コンサドーレ札幌,ギラヴァンツ北九州,39232,スカパー！／スカパー！プレミアムサービス,3,0,-30,20,37%,今村　義朗,コンサドーレ札幌,李　昊乗,日高　拓磨,薗田　淳,奈良　竜樹,上原　慎也,河合　竜二,上原　拓郎,石井　謙伍,前田　俊介,砂川　誠,内村　圭宏,ギラヴァンツ北九州,大谷　幸輝,田中　優毅,渡邉　将基,前田　和哉,冨士　祐樹,下村　東美,風間　宏希,小手川　宏基,井上　翔太,原　一樹,池元　友樹
16015,4700,200,4,60,16.03 ,横浜ＦＣ,モンテディオ山形,15454,スカパー！／スカパー！プレミアムサービス,2,1,-10,10.7,32%,長谷　拓,横浜ＦＣ,南　雄太,市村　篤司,ドウグラス,野上　結貴,中島　崇典,安　英学,松下　年宏,寺田　紳一,小野瀬　康介,野崎　陽介,パク　ソンホ,モンテディオ山形,清水　健太,山田　拓巳,當間　建文,イ　ジュヨン,舩津　徹也,秋葉　勝,宮阪　政樹,中島　裕希,ディエゴ,伊東　俊,萬代　宏樹
16016,3757,200,4,60,16.03 ,Ｖ・ファーレン長崎,ジェフユナイテッド千葉,20246,スカパー！／スカパー！プレミアムサービス,2,1,-10,14.2,42%,家本　政明,Ｖ・ファーレン長崎,大久保　択生,岡本　拓也,山口　貴弘,古部　健太,神崎　大輔,黒木　聖仁,三原　雅俊,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一,ジェフユナイテッド千葉,岡本　昌弘,竹内　彬,大岩　一貴,山口　智,中村　太亮,山口　慶,佐藤　健太郎,田中　佑昌,山中　亮輔,町田　也真人,ケンペス
16017,2554,200,4,60,17.04 ,愛媛ＦＣ,東京ヴェルディ,15576,スカパー！／スカパー！プレミアムサービス,2,1,-10,10.4,43%,前田　拓哉,愛媛ＦＣ,児玉　剛,三原　向平,村上　佑介,林堂　眞,西岡　大輝,キム　ミンジェ,渡邊　一仁,原川　力,堀米　勇輝,西田　剛,表原　玄太,東京ヴェルディ,佐藤　優也,安西　幸輝,吉野　恭平,金　鐘必,安在　和樹,姜　成浩,田村　直也,高木　大輔,前田　直輝,南　秀仁,常盤　聡
16018,7912,200,4,60,19.03 ,ジュビロ磐田,アビスパ福岡,15165,スカパー！／スカパー！プレミアムサービス,3,3,-10,7.8,43%,村上　伸次,ジュビロ磐田,藤ヶ谷　陽介,菅沼　駿哉,駒野　友一,森下　俊,松井　大輔,山本　康裕,フェルジナンド,藤田　義明,ポポ,山崎　亮平,前田　遼一,アビスパ福岡,清水　圭介,堤　俊輔,イ　グァンソン,パク　ゴン,オ　チャンヒョン,三島　勇太,阿部　巧,武田　英二郎,中原　秀人,坂田　大輔,城後　寿
16019,6194,200,5,70,13.03 ,栃木ＳＣ,ジュビロ磐田,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,0,2,-40,15.7,89%,前田　拓哉,栃木ＳＣ,鈴木　智幸,山形　辰徳,チャ　ヨンファン,ドゥドゥ,イ　ミンス,廣瀬　浩二,小野寺　達也,湯澤　洋介,大久保　哲哉,近藤　祐介,瀬沼　優司,ジュビロ磐田,藤ヶ谷　陽介,駒野　友一,伊野波　雅彦,菅沼　駿哉,松井　大輔,フェルジナンド,藤田　義明,山田　大記,ポポ,前田　遼一,山崎　亮平
16020,1814,200,5,70,13.04 ,ザスパクサツ群馬,カターレ富山,15135,スカパー！／スカパー！プレミアムサービス,2,0,-20,11.4,96%,三上　正一郎,ザスパクサツ群馬,北　一真,乾　大知,小柳　達司,クォン　ハンジン,瀬川　和樹,青木　孝太,加藤　弘堅,黄　誠秀,永田　亮太,平繁　龍一,野崎　桂太,カターレ富山,水谷　雄一,木村　勝太,平出　涼,御厨　貴文,内田　健太,秋本　倫孝,キム　ヨングン,ソ　ヨンドク,白崎　凌兵,中島　翔哉,苔口　卓也
16021,9124,200,5,70,13.04 ,松本山雅ＦＣ,湘南ベルマーレ,20396,スカパー！／スカパー！プレミアムサービス,1,4,-40,14.3,71%,東城　穣,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,岩間　雄大,喜山　康平,岩上　祐三,船山　貴之,塩沢　勝吾,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,宇佐美　宏和,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,武富　孝介
16022,6401,200,5,70,13.03 ,ファジアーノ岡山,大分トリニータ,20000,スカパー！／スカパー！プレミアムサービス,1,1,-20,17.9,56%,ティアニー　ポール,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,植田　龍仁朗,鎌田　翔雅,千明　聖典,島田　譲,田所　諒,石原　崇兆,押谷　祐樹,久保　裕一,大分トリニータ,武田　洋平,安川　有,阪田　章裕,高木　和道,岩武　克弥,末吉　隼也,伊藤　大介,木島　悠,田中　輝希,後藤　優介,高松　大樹
16023,5181,200,5,70,13.03 ,アビスパ福岡,横浜ＦＣ,22563,スカパー！／スカパー！プレミアムサービス,1,0,-20,13.4,84%,山本　雄大,アビスパ福岡,神山　竜一,三島　勇太,阿部　巧,堤　俊輔,イ　グァンソン,中原　秀人,金森　健志,城後　寿,石津　大介,プノセバッチ,坂田　大輔,横浜ＦＣ,南　雄太,市村　篤司,ドウグラス,野上　結貴,中島　崇典,安　英学,寺田　紳一,小野瀬　康介,野崎　陽介,黒津　勝,パク　ソンホ
16024,1573,200,5,70,14.03 ,ギラヴァンツ北九州,カマタマーレ讃岐,10202,スカパー！／スカパー！プレミアムサービス,2,1,-20,12.5,86%,上田　益也,ギラヴァンツ北九州,大谷　幸輝,星原　健太,渡邉　将基,前田　和哉,冨士　祐樹,鈴木　修人,風間　宏希,小手川　宏基,井上　翔太,渡　大生,池元　友樹,カマタマーレ讃岐,森田　耕一郎,堀河　俊大,藤井　航大,野口　遼太,沼田　圭悟,アンドレア,綱田　大志,岡村　和哉,小澤　雄希,我那覇　和樹,高橋　泰
16025,4270,200,5,70,16.04 ,モンテディオ山形,水戸ホーリーホック,21292,スカパー！／スカパー！プレミアムサービス,0,0,-40,7.6,90%,河合　英治,モンテディオ山形,清水　健太,山田　拓巳,當間　建文,イ　ジュヨン,石川　竜也,宮阪　政樹,ロメロ　フランク,中島　裕希,ディエゴ,伊東　俊,川西　翔太,水戸ホーリーホック,本間　幸司,新里　亮,金　聖基,田向　泰輝,田中　雄大,鈴木　雄斗,内田　航平,中里　崇宏,船谷　圭祐,馬場　賢治,三島　康平
16026,5957,200,5,70,16.03 ,ジェフユナイテッド千葉,ロアッソ熊本,18500,スカパー！／スカパー！プレミアムサービス,3,0,-40,19.6,83%,吉田　哲朗,ジェフユナイテッド千葉,岡本　昌弘,天野　貴史,大岩　一貴,山口　智,中村　太亮,兵働　昭弘,山口　慶,井出　遥也,谷澤　達也,町田　也真人,ケンペス,ロアッソ熊本,畑　実,園田　拓也,篠原　弘次郎,矢野　大輔,片山　奨典,橋本　拳人,養父　雄仁,五領　淳樹,齊藤　和樹,仲間　隼斗,澤田　崇
16027,4703,200,5,70,16.04 ,京都サンガF.C.,コンサドーレ札幌,20588,スカパー！／スカパー！プレミアムサービス,1,1,-20,14.2,78%,クート　デービッド,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,アレッサンドロ,コンサドーレ札幌,李　昊乗,日高　拓磨,薗田　淳,奈良　竜樹,上原　慎也,河合　竜二,宮澤　裕樹,石井　謙伍,前田　俊介,砂川　誠,内村　圭宏
16028,3532,200,5,70,16.04 ,愛媛ＦＣ,ＦＣ岐阜,15576,スカパー！／スカパー！プレミアムサービス,0,0,-20,14,80%,森川　浩次,愛媛ＦＣ,児玉　剛,三原　向平,村上　佑介,林堂　眞,浦田　延尚,キム　ミンジェ,渡邊　一仁,原川　力,堀米　勇輝,河原　和寿,表原　玄太,ＦＣ岐阜,川口　能活,野垣内　俊,木谷　公亮,阿部　正紀,三都主　アレサンドロ,水野　泰輔,宮沢　正史,太田　圭輔,髙地　系治,難波　宏明,ナザリト
16029,2529,200,5,70,17.03 ,東京ヴェルディ,Ｖ・ファーレン長崎,49970,スカパー！／スカパー！プレミアムサービス,1,5,-20,17.1,68%,松尾　一,東京ヴェルディ,佐藤　優也,安西　幸輝,吉野　恭平,金　鐘必,舘野　俊祐,田村　直也,高木　大輔,中後　雅喜,前田　直輝,常盤　聡,平本　一樹,Ｖ・ファーレン長崎,大久保　択生,古部　健太,山口　貴弘,下田　光平,神崎　大輔,黒木　聖仁,三原　雅俊,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一
16030,9723,200,6,60,13.03 ,コンサドーレ札幌,松本山雅ＦＣ,39232,スカパー！／スカパー！プレミアムサービス,1,0,-30,20.4,34%,福島　孝一郎,コンサドーレ札幌,李　昊乗,日高　拓磨,パウロン,奈良　竜樹,上原　慎也,河合　竜二,宮澤　裕樹,石井　謙伍,前田　俊介,砂川　誠,内村　圭宏,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,岩間　雄大,喜山　康平,岩上　祐三,船山　貴之,塩沢　勝吾
16031,4140,200,6,60,13.04 ,水戸ホーリーホック,ジェフユナイテッド千葉,12000,スカパー！／スカパー！プレミアムサービス,1,2,-10,15.8,18%,ティアニー　ポール,水戸ホーリーホック,本間　幸司,田向　泰輝,金　聖基,新里　亮,田中　雄大,中里　崇宏,内田　航平,鈴木　雄斗,船谷　圭祐,三島　康平,馬場　賢治,ジェフユナイテッド千葉,岡本　昌弘,天野　貴史,大岩　一貴,山口　智,中村　太亮,兵働　昭弘,山口　慶,谷澤　達也,田中　佑昌,町田　也真人,ケンペス
16032,2873,200,6,60,13.04 ,カターレ富山,東京ヴェルディ,25250,スカパー！／スカパー！プレミアムサービス,0,3,-20,9.8,42%,野田　祐樹,カターレ富山,水谷　雄一,木村　勝太,御厨　貴文,高　准翼,内田　健太,平出　涼,大西　容平,國吉　貴博,中島　翔哉,白崎　凌兵,苔口　卓也,東京ヴェルディ,佐藤　優也,安西　幸輝,井林　章,吉野　恭平,金　鐘必,田村　直也,鈴木　惇,前田　直輝,安在　和樹,常盤　聡,平本　一樹
16033,5022,200,6,60,13.04 ,ＦＣ岐阜,アビスパ福岡,20000,スカパー！／スカパー！プレミアムサービス／岐阜放送（録）,1,2,-10,14.6,27%,岡　宏道,ＦＣ岐阜,川口　能活,野垣内　俊,木谷　公亮,阿部　正紀,三都主　アレサンドロ,水野　泰輔,宮沢　正史,太田　圭輔,髙地　系治,田中　智大,ナザリト,アビスパ福岡,神山　竜一,阿部　巧,三島　勇太,堤　俊輔,イ　グァンソン,城後　寿,パク　ゴン,中原　秀人,石津　大介,坂田　大輔,金森　健志
16034,1450,200,6,60,13.03 ,カマタマーレ讃岐,栃木ＳＣ,22338,スカパー！／スカパー！プレミアムサービス,0,1,-10,15.5,57%,長谷　拓,カマタマーレ讃岐,森田　耕一郎,武田　有祐,藤井　航大,野口　遼太,沼田　圭悟,小澤　雄希,岡村　和哉,山本　翔平,持留　新作,我那覇　和樹,高橋　泰,栃木ＳＣ,柴崎　邦博,山形　辰徳,チャ　ヨンファン,ドゥドゥ,中野　洋司,廣瀬　浩二,小野寺　達也,永芳　卓磨,近藤　祐介,瀬沼　優司,大久保　哲哉
16035,3048,200,6,60,13.03 ,Ｖ・ファーレン長崎,ギラヴァンツ北九州,20246,スカパー！／スカパー！プレミアムサービス,1,1,-20,11.4,68%,篠藤　巧,Ｖ・ファーレン長崎,大久保　択生,下田　光平,山口　貴弘,古部　健太,神崎　大輔,黒木　聖仁,三原　雅俊,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一,ギラヴァンツ北九州,大谷　幸輝,星原　健太,渡邉　将基,市川　恵多,冨士　祐樹,鈴木　修人,風間　宏希,小手川　宏基,井上　翔太,原　一樹,池元　友樹
16036,7014,200,6,60,15.03 ,ジュビロ磐田,ザスパクサツ群馬,15165,スカパー！／スカパー！プレミアムサービス,2,0,-10,12.5,35%,佐藤　隆治,ジュビロ磐田,藤ヶ谷　陽介,菅沼　駿哉,駒野　友一,伊野波　雅彦,山田　大記,松井　大輔,フェルジナンド,藤田　義明,ポポ,山崎　亮平,前田　遼一,ザスパクサツ群馬,北　一真,乾　大知,小柳　達司,クォン　ハンジン,夛田　凌輔,坂井　洋平,黄　誠秀,永田　亮太,小林　竜樹,ダニエル　ロビーニョ,野崎　桂太
16037,4371,200,6,60,16.04 ,モンテディオ山形,愛媛ＦＣ,21292,スカパー！／スカパー！プレミアムサービス,2,0,-20,5.6,56%,塚田　健太,モンテディオ山形,清水　健太,山田　拓巳,當間　建文,イ　ジュヨン,石川　竜也,宮阪　政樹,ロメロ　フランク,中島　裕希,ディエゴ,伊東　俊,川西　翔太,愛媛ＦＣ,児玉　剛,三原　向平,村上　佑介,林堂　眞,浦田　延尚,キム　ミンジェ,渡邊　一仁,村上　巧,原川　力,堀米　勇輝,河原　和寿
16038,3719,200,6,60,16.03 ,横浜ＦＣ,ロアッソ熊本,15454,スカパー！／スカパー！プレミアムサービス,0,1,-10,13.2,31%,クート　デービッド,横浜ＦＣ,南　雄太,市村　篤司,ドウグラス,野上　結貴,中島　崇典,寺田　紳一,佐藤　謙介,小野瀬　康介,野崎　陽介,黒津　勝,ホナウド,ロアッソ熊本,畑　実,藏川　洋平,篠原　弘次郎,矢野　大輔,片山　奨典,橋本　拳人,養父　雄仁,岡本　賢明,齊藤　和樹,仲間　隼斗,澤田　崇
16039,7117,200,6,60,16.04 ,湘南ベルマーレ,ファジアーノ岡山,15100,スカパー！／スカパー！プレミアムサービス,2,0,-10,14.6,27%,井上　知大,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,藤田　征也,菊地　俊介,永木　亮太,菊池　大介,岡田　翔平,ウェリントン,武富　孝介,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,田所　諒,久木田　紳吾,千明　聖典,島田　譲,染矢　一樹,石原　崇兆,押谷　祐樹,林　容平
16040,6108,200,6,60,16.03 ,大分トリニータ,京都サンガF.C.,40000,スカパー！／スカパー！プレミアムサービス,0,3,-30,8.8,83%,木村　博之,大分トリニータ,武田　洋平,チェ　ジョンハン,安川　有,阪田　章裕,岩武　克弥,末吉　隼也,伊藤　大介,松本　昌也,田中　輝希,後藤　優介,高松　大樹,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,アレッサンドロ
16041,6887,200,7,70,13.03 ,栃木ＳＣ,松本山雅ＦＣ,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,1,2,-10,18.8,21%,森川　浩次,栃木ＳＣ,柴崎　邦博,山形　辰徳,チャ　ヨンファン,ドゥドゥ,イ　ミンス,廣瀬　浩二,小野寺　達也,湯澤　洋介,大久保　哲哉,近藤　祐介,瀬沼　優司,松本山雅ＦＣ,村山　智彦,飯田　真輝,岩間　雄大,犬飼　智也,飯尾　和也,岩沼　俊介,田中　隼磨,岩上　祐三,喜山　康平,船山　貴之,塩沢　勝吾
16042,6407,200,7,70,13.04 ,ザスパクサツ群馬,水戸ホーリーホック,15135,スカパー！／スカパー！プレミアムサービス／群馬テレビ,0,1,-10,18.9,19%,上田　益也,ザスパクサツ群馬,内藤　圭佑,夛田　凌輔,小柳　達司,クォン　ハンジン,瀬川　和樹,青木　孝太,加藤　弘堅,黄　誠秀,永田　亮太,ダニエル　ロビーニョ,小林　竜樹,水戸ホーリーホック,本間　幸司,新里　亮,冨田　大介,尾本　敬,広瀬　陸斗,小澤　司,中里　崇宏,内田　航平,船谷　圭祐,吉田　眞紀人,三島　康平
16043,6072,200,7,70,13.03 ,大分トリニータ,コンサドーレ札幌,40000,スカパー！／スカパー！プレミアムサービス,1,0,-30,11.7,90%,榎本　一慶,大分トリニータ,武田　洋平,岩武　克弥,阪田　章裕,安川　有,チェ　ジョンハン,末吉　隼也,伊藤　大介,為田　大貴,松本　昌也,松本　怜,高松　大樹,コンサドーレ札幌,李　昊乗,日高　拓磨,パウロン,奈良　竜樹,上原　慎也,河合　竜二,宮澤　裕樹,石井　謙伍,前田　俊介,砂川　誠,都倉　賢
16044,5658,200,7,70,14.03 ,横浜ＦＣ,ＦＣ岐阜,15454,スカパー！／スカパー！プレミアムサービス,0,1,-20,17.8,19%,扇谷　健司,横浜ＦＣ,南　雄太,小池　純輝,ドウグラス,野上　結貴,永田　拓也,寺田　紳一,佐藤　謙介,小野瀬　康介,内田　智也,パク　ソンホ,野崎　陽介,ＦＣ岐阜,川口　能活,野垣内　俊,木谷　公亮,阿部　正紀,三都主　アレサンドロ,水野　泰輔,宮沢　正史,太田　圭輔,髙地　系治,田中　智大,ナザリト
